,overall_qual,gr_liv_area,garage_cars,garage_area,total_bsmt_sf,1st_flr_sf,year_built,full_bath,year_remod/add,mas_vnr_area,saleprice
1131,7,1080,0.0,0.0,1080.0,1080,2004,1,2005,120.0,141000
1132,6,1696,2.0,542.0,835.0,835,2003,2,2003,0.0,188000
1133,7,1663,2.0,478.0,835.0,835,2003,2,2004,95.0,192500
1134,6,1175,0.0,0.0,1175.0,1175,2005,1,2006,126.0,146000
1135,5,1114,2.0,576.0,1114.0,1114,2004,1,2004,0.0,159000
1136,6,1114,2.0,576.0,1114.0,1114,2003,1,2004,0.0,155000
1137,6,1640,2.0,520.0,798.0,798,2004,2,2004,0.0,173000
1138,7,1162,2.0,483.0,1162.0,1162,2007,2,2007,0.0,170000
1139,6,1609,2.0,525.0,754.0,754,1995,2,1995,38.0,182000
1140,6,1680,2.0,474.0,886.0,886,1993,2,1994,120.0,163000
1141,6,1679,2.0,575.0,1408.0,1679,1994,2,1998,258.0,193500
1142,7,1657,2.0,483.0,832.0,832,1994,2,1995,145.0,189000
1143,6,1677,2.0,627.0,827.0,827,2001,2,2001,0.0,190500
1144,7,1737,2.0,506.0,836.0,844,1992,2,1992,0.0,175000
1145,6,1294,2.0,496.0,1278.0,1294,1991,2,1991,88.0,179200
1146,6,1710,2.0,506.0,832.0,832,1993,2,1993,120.0,187000
1147,6,1617,2.0,533.0,1604.0,1617,1993,2,1994,0.0,193000
1148,6,1199,2.0,530.0,1199.0,1199,1993,2,1993,0.0,153900
1149,5,984,1.0,384.0,984.0,984,1963,1,1963,0.0,128000
1150,5,912,1.0,352.0,912.0,912,1962,1,1962,0.0,144000
1151,5,864,1.0,420.0,864.0,864,1961,1,2007,0.0,135000
1152,5,890,1.0,308.0,890.0,890,1968,1,1968,0.0,115000
1153,5,864,1.0,276.0,864.0,864,1963,1,1963,0.0,119916
1154,6,912,1.0,288.0,912.0,912,1961,1,1996,0.0,142000
1155,6,1430,2.0,484.0,1430.0,1430,1974,2,1974,144.0,192000
1156,5,1641,2.0,490.0,1001.0,1001,1972,2,1972,0.0,140000
1157,6,2683,2.0,473.0,930.0,1364,1990,2,1991,304.0,290000
1158,9,2786,2.0,636.0,1848.0,1827,1993,2,1994,568.0,372500
1159,7,1391,2.0,530.0,1391.0,1391,2004,2,2004,0.0,196000
1160,7,1250,2.0,625.0,625.0,625,2006,2,2007,0.0,171900
1161,7,1245,2.0,495.0,1235.0,1245,2004,2,2005,0.0,178000
1162,6,1200,2.0,480.0,600.0,600,2005,2,2005,0.0,165000
1163,7,1392,2.0,540.0,689.0,703,2007,2,2007,0.0,146000
1164,7,1392,2.0,540.0,689.0,703,2007,2,2007,0.0,146000
1165,7,1501,2.0,440.0,744.0,757,1999,2,1999,360.0,179400
1166,6,1549,2.0,440.0,744.0,757,1999,2,1999,216.0,172900
1167,9,1638,2.0,495.0,1614.0,1638,2000,2,2000,260.0,300000
1168,9,1310,2.0,545.0,1310.0,1310,2001,1,2001,179.0,285000
1169,9,1419,2.0,588.0,1419.0,1419,2001,1,2001,0.0,290000
1170,9,1557,2.0,484.0,1557.0,1557,1999,2,2000,260.0,305000
1171,9,1709,2.0,506.0,1698.0,1709,1999,2,2000,60.0,328900
1172,7,1252,2.0,462.0,600.0,624,1999,2,2000,212.0,160000
1173,7,1404,2.0,462.0,672.0,684,1999,2,2000,216.0,170000
1174,7,1789,2.0,546.0,858.0,872,2001,2,2001,513.0,223000
1175,8,1586,2.0,480.0,960.0,962,1999,2,1999,466.0,170000
1176,8,1607,2.0,480.0,960.0,962,1999,2,2000,456.0,200000
1177,10,2393,2.0,846.0,970.0,1469,1998,2,1999,0.0,345000
1178,8,1288,2.0,500.0,1260.0,1288,1996,1,1996,0.0,245500
1179,8,1239,2.0,477.0,1230.0,1239,1995,1,1995,0.0,217500
1180,8,1719,2.0,473.0,1719.0,1719,1993,1,1993,0.0,324000
1181,6,1232,2.0,516.0,1232.0,1232,1984,2,1984,0.0,162500
1182,9,2944,3.0,864.0,994.0,1599,1977,2,1977,1050.0,150000
1183,8,1671,2.0,550.0,1426.0,1671,1976,3,2007,0.0,290000
1185,7,1682,2.0,530.0,1304.0,1682,1970,2,1970,288.0,174000
1186,6,1427,2.0,516.0,1427.0,1427,1969,2,1969,0.0,183000
1187,6,1740,2.0,512.0,1740.0,1740,1968,1,1968,0.0,150000
1188,6,1258,2.0,528.0,1258.0,1258,1971,2,2004,144.0,145000
1189,7,1620,2.0,578.0,1620.0,1620,1967,2,1967,0.0,215000
1190,5,1625,2.0,484.0,1625.0,1625,1965,2,1965,0.0,140500
1191,6,2614,2.0,624.0,1522.0,1548,1974,2,1997,0.0,240000
1192,5,1464,2.0,470.0,732.0,732,1968,1,1968,0.0,141000
1193,5,912,2.0,576.0,912.0,912,1965,1,2008,300.0,147000
1194,5,925,2.0,576.0,912.0,925,1965,1,2005,0.0,135000
1195,5,1728,2.0,576.0,1728.0,1728,1965,2,1965,0.0,145000
1196,5,1728,2.0,576.0,1728.0,1728,1965,2,1965,108.0,142600
1197,5,1656,2.0,506.0,1656.0,1656,1973,2,1973,564.0,135000
1198,7,1670,2.0,464.0,825.0,845,1971,1,1971,0.0,170000
1199,8,2715,2.0,831.0,1142.0,1175,1976,3,1996,289.0,299800
1200,6,1876,2.0,540.0,901.0,943,1974,2,1974,270.0,185000
1201,6,1632,2.0,484.0,800.0,800,1966,1,2000,252.0,173000
1202,7,999,2.0,588.0,944.0,999,1961,1,2007,210.0,178400
1203,7,1978,2.0,486.0,832.0,1098,1968,2,1968,342.0,176000
1204,5,1014,1.0,267.0,0.0,1014,1956,1,1956,0.0,98000
1205,4,907,1.0,352.0,907.0,907,1957,1,1957,0.0,109008
1206,4,952,1.0,283.0,952.0,952,1956,1,1956,0.0,135750
1207,5,1128,2.0,525.0,1120.0,1128,1963,2,1963,148.0,155000
1208,6,1425,2.0,576.0,1425.0,1425,1964,2,1964,272.0,180500
1209,6,1165,2.0,490.0,1127.0,1165,1966,1,1966,183.0,174900
1210,6,1136,1.0,384.0,1136.0,1136,1965,1,1965,0.0,140000
1211,6,1092,2.0,504.0,1092.0,1092,1964,1,1964,260.0,145000
1212,5,1265,2.0,502.0,1219.0,1265,1965,2,1999,0.0,179900
1213,6,1350,2.0,520.0,1248.0,1350,1964,1,1964,259.0,168500
1214,5,1114,2.0,451.0,1114.0,1114,1961,1,1961,0.0,140000
1215,5,1053,1.0,312.0,1053.0,1053,1959,1,2006,54.0,145500
1216,6,1252,2.0,528.0,1252.0,1252,1959,1,1959,243.0,142000
1217,4,1100,1.0,312.0,1100.0,1100,1960,1,1960,0.0,141000
1218,5,1118,1.0,264.0,1118.0,1118,1960,1,2000,0.0,153000
1219,3,720,1.0,287.0,0.0,720,1949,1,1950,0.0,72500
1220,3,729,0.0,0.0,270.0,729,1935,1,2003,0.0,52000
1221,5,1077,1.0,205.0,991.0,1077,1939,1,1950,0.0,118000
1222,4,906,1.0,231.0,348.0,453,1937,1,1950,0.0,87000
1223,5,1496,2.0,450.0,1296.0,1496,1960,2,1960,203.0,141500
1224,6,1252,1.0,288.0,1032.0,1032,1950,1,1950,0.0,119000
1225,5,1337,1.0,264.0,572.0,1337,1950,1,2006,0.0,141500
1226,6,1661,1.0,377.0,992.0,1661,1955,1,1996,0.0,165500
1227,5,1036,1.0,312.0,1036.0,1036,1953,1,1953,88.0,112900
1228,7,1820,2.0,492.0,864.0,902,1965,1,1988,288.0,201800
1229,6,1362,2.0,504.0,1362.0,1362,1961,1,1961,491.0,163000
1230,5,1144,2.0,456.0,1144.0,1144,1961,1,1961,136.0,139950
1231,6,1537,2.0,462.0,1319.0,1537,1962,1,2005,237.0,174000
1232,6,1431,1.0,296.0,1099.0,1431,1962,1,1962,305.0,165000
1233,6,1988,2.0,480.0,1104.0,1104,1966,2,1999,410.0,227000
1234,5,1098,1.0,260.0,1098.0,1098,1955,1,1955,151.0,135000
1235,5,1144,1.0,336.0,1144.0,1144,1963,1,1963,0.0,124000
1236,5,1283,2.0,506.0,931.0,1283,1962,1,1980,0.0,140000
1237,5,1176,1.0,292.0,1176.0,1176,1957,1,1957,143.0,136500
1238,5,1440,1.0,480.0,1248.0,1440,1959,2,1998,0.0,185000
1239,6,1261,2.0,433.0,1261.0,1261,1958,1,1958,0.0,163000
1240,6,1570,2.0,441.0,1395.0,1570,1958,1,1958,187.0,166800
1241,6,1196,1.0,297.0,1196.0,1196,1956,1,1956,74.0,139000
1242,6,1392,2.0,458.0,1392.0,1392,1957,1,1957,387.0,166000
1243,6,1080,1.0,288.0,1080.0,1080,1958,1,1958,135.0,136000
1244,5,1104,1.0,384.0,1104.0,1104,1956,1,1958,0.0,133000
1245,5,882,1.0,240.0,720.0,882,1952,1,1952,52.0,116000
1246,5,1152,2.0,636.0,1152.0,1152,1953,1,1953,84.0,137500
1247,5,950,2.0,400.0,984.0,950,1953,1,1953,0.0,130000
1248,6,1790,2.0,540.0,998.0,1790,1957,2,1957,360.0,180000
1249,5,952,2.0,840.0,952.0,952,1951,1,1951,0.0,139000
1250,5,773,1.0,240.0,773.0,773,1953,1,1953,0.0,110000
1251,5,1764,1.0,301.0,0.0,1764,1957,2,1982,0.0,100000
1252,5,1216,1.0,336.0,832.0,832,1947,1,1950,0.0,118500
1253,5,1824,2.0,484.0,1824.0,1824,1957,2,1957,0.0,146000
1254,4,869,1.0,390.0,0.0,869,1948,1,1950,0.0,89900
1255,5,1159,1.0,288.0,747.0,747,1925,1,1950,0.0,114000
1256,5,1558,1.0,288.0,913.0,1048,1945,1,1950,0.0,140000
1257,4,672,1.0,308.0,672.0,672,1940,1,2005,0.0,86900
1258,5,1436,4.0,1488.0,892.0,1254,1922,1,1950,0.0,139000
1259,4,1294,0.0,0.0,0.0,694,1900,2,2000,0.0,106250
1260,6,1716,2.0,490.0,858.0,858,1962,1,1962,318.0,171000
1261,5,1044,2.0,372.0,912.0,1044,1968,1,1968,0.0,139000
1262,7,1312,2.0,495.0,1312.0,1312,1958,1,2001,125.0,186000
1263,6,1253,1.0,352.0,1253.0,1253,1960,1,1960,212.0,157000
1264,6,1081,1.0,401.0,1081.0,1081,1960,1,1993,276.0,148000
1265,7,2069,2.0,505.0,585.0,2069,1960,2,2007,0.0,242000
1266,5,910,2.0,414.0,105.0,910,1953,1,1996,0.0,116000
1267,5,876,2.0,576.0,876.0,876,1951,1,1951,0.0,94000
1268,5,1048,2.0,420.0,0.0,1048,1950,1,1950,0.0,98300
1269,5,1507,1.0,404.0,1075.0,1507,1960,2,1960,0.0,127000
1270,5,1256,1.0,311.0,1256.0,1256,1959,1,1959,0.0,159000
1271,5,1027,1.0,299.0,1027.0,1027,1962,1,1962,0.0,125900
1272,5,1269,1.0,308.0,1269.0,1269,1960,1,1960,0.0,155000
1273,6,1320,2.0,576.0,768.0,819,1948,2,1950,0.0,138000
1274,6,984,1.0,280.0,936.0,984,1954,1,1954,0.0,112500
1275,6,832,2.0,528.0,832.0,832,1954,1,1954,0.0,105500
1276,6,1278,1.0,240.0,854.0,854,1954,1,1954,0.0,127500
1277,5,1800,0.0,0.0,1800.0,1800,1961,2,1961,0.0,130000
1278,5,1588,2.0,480.0,768.0,1024,1955,1,1967,0.0,150000
1279,5,825,1.0,350.0,825.0,825,1954,1,1954,0.0,109500
1280,6,1796,2.0,483.0,780.0,983,1963,1,1963,415.0,140000
1281,6,1611,2.0,442.0,780.0,798,1964,1,1964,360.0,167900
1282,5,1117,1.0,264.0,1117.0,1117,1963,1,1963,0.0,136870
1283,6,1133,1.0,308.0,192.0,1133,2008,1,2008,0.0,143000
1284,5,764,2.0,504.0,680.0,764,1925,1,2004,0.0,73000
1285,5,1539,2.0,686.0,650.0,958,1904,2,2002,0.0,157500
1286,5,1323,2.0,400.0,780.0,948,1948,1,2005,0.0,122600
1287,5,1360,1.0,330.0,680.0,680,1910,1,2003,0.0,111000
1288,6,2792,2.0,520.0,1510.0,1584,1920,2,1950,0.0,256000
1289,5,672,1.0,256.0,672.0,672,1940,1,1950,0.0,64000
1290,6,1456,1.0,308.0,728.0,728,1915,1,2005,0.0,139500
1291,4,1594,0.0,0.0,828.0,828,1910,2,1996,0.0,118000
1292,7,2082,2.0,484.0,1362.0,1362,2003,2,2003,0.0,200000
1293,4,1656,2.0,440.0,801.0,1095,1940,2,1985,0.0,119164
1294,5,1740,1.0,225.0,936.0,960,1920,1,1950,0.0,122250
1295,7,1027,0.0,0.0,931.0,1027,1920,1,2006,0.0,120000
1296,6,1436,2.0,828.0,884.0,884,1940,2,1950,0.0,155000
1297,5,899,1.0,200.0,481.0,899,1910,1,1950,0.0,78000
1298,5,1080,0.0,0.0,684.0,684,1890,1,1996,0.0,95000
1299,5,789,1.0,250.0,789.0,789,1948,1,1950,0.0,115000
1300,5,1122,2.0,528.0,924.0,1122,1948,1,2005,0.0,147000
1301,5,1499,3.0,869.0,904.0,904,1946,1,1950,0.0,140000
1302,2,407,1.0,297.0,407.0,407,1946,1,1950,0.0,46500
1303,5,928,1.0,288.0,928.0,928,1957,1,1957,0.0,112500
1304,4,901,1.0,281.0,901.0,901,1954,1,2000,0.0,107900
1305,3,1588,0.0,0.0,448.0,1588,1949,2,1992,0.0,65000
1306,7,3493,3.0,870.0,1470.0,1675,1880,3,2002,0.0,295000
1307,5,1627,2.0,420.0,797.0,830,1900,2,2006,0.0,139500
1308,5,1416,3.0,720.0,876.0,876,1915,1,1950,0.0,153900
1309,7,1450,1.0,288.0,624.0,730,1920,1,1965,0.0,132000
1310,5,1344,3.0,513.0,624.0,624,1916,1,1950,0.0,98000
1311,5,1017,1.0,308.0,346.0,709,1900,1,2003,0.0,114000
1312,5,2350,2.0,393.0,973.0,1377,1920,2,1960,0.0,130000
1313,6,2058,2.0,396.0,735.0,1134,1917,1,1950,0.0,129500
1314,5,1540,0.0,0.0,572.0,884,1905,1,2005,0.0,129400
1315,7,1378,2.0,360.0,689.0,689,1928,2,2005,0.0,161000
1316,6,1912,2.0,672.0,482.0,1221,1905,2,2000,0.0,163000
1317,6,1484,0.0,0.0,742.0,742,1914,2,2001,0.0,128000
1318,8,2358,0.0,0.0,684.0,938,1872,2,1987,0.0,122000
1319,7,1111,1.0,288.0,572.0,572,1926,1,1950,0.0,116900
1320,10,2775,2.0,880.0,1237.0,1521,1893,3,2000,0.0,325000
1321,2,1086,2.0,400.0,723.0,723,1920,1,1950,0.0,55000
1322,7,2495,2.0,342.0,1313.0,1313,1890,2,1999,0.0,184000
1323,5,984,1.0,308.0,984.0,984,1959,1,1959,164.0,110000
1324,5,1795,1.0,352.0,1050.0,1050,1954,2,1954,335.0,131500
1325,5,882,1.0,308.0,0.0,882,1956,1,1956,0.0,97000
1326,4,1093,1.0,308.0,869.0,1093,1958,1,2006,0.0,115500
1327,5,1143,1.0,288.0,1008.0,1143,1928,1,1983,0.0,138000
1328,7,1668,1.0,252.0,672.0,1195,1945,1,1950,0.0,108000
1329,5,935,1.0,308.0,742.0,779,1930,1,1960,0.0,79500
1330,5,1738,1.0,240.0,1024.0,1144,1935,2,1950,0.0,153000
1331,5,784,0.0,0.0,784.0,784,1924,1,1950,0.0,109500
1332,5,1210,1.0,240.0,672.0,832,1941,1,2006,0.0,124000
1333,6,1290,1.0,200.0,554.0,736,1900,1,2000,0.0,106900
1334,6,1672,1.0,240.0,981.0,1014,1940,1,1989,0.0,164900
1335,5,949,2.0,370.0,949.0,949,1924,1,2003,0.0,119000
1336,6,1158,1.0,208.0,862.0,950,1929,1,1950,0.0,120000
1337,6,1497,1.0,672.0,825.0,825,1937,2,2000,0.0,157000
1338,6,1342,1.0,240.0,739.0,874,1939,2,1950,0.0,105000
1339,6,1013,1.0,160.0,992.0,1013,1926,1,1950,0.0,113000
1340,5,1216,1.0,355.0,565.0,565,1920,1,1997,0.0,115000
1342,4,1136,1.0,336.0,704.0,624,1929,1,1950,0.0,123000
1343,5,808,1.0,164.0,0.0,808,1945,1,1995,0.0,81300
1344,5,1573,2.0,360.0,1078.0,1128,1930,2,1992,0.0,162900
1345,7,2009,2.0,400.0,989.0,1245,1939,2,1950,0.0,150000
1346,5,1902,2.0,576.0,1100.0,1226,1923,2,1950,0.0,123500
1347,7,1774,2.0,468.0,952.0,1022,1931,2,1950,0.0,129900
1348,6,1362,2.0,502.0,611.0,751,1920,2,1999,0.0,128000
1349,4,520,1.0,240.0,520.0,520,1927,1,1950,0.0,68500
1350,5,1285,1.0,240.0,672.0,1072,1948,1,2001,0.0,127000
1351,6,1848,2.0,370.0,833.0,1053,1923,1,2000,0.0,207000
1352,7,1820,1.0,240.0,1026.0,1133,1925,2,1950,0.0,184000
1353,6,1716,2.0,672.0,810.0,1170,1915,2,2004,0.0,162500
1354,5,1505,1.0,240.0,883.0,988,1940,1,1982,0.0,145000
1355,6,838,1.0,275.0,816.0,838,1918,1,2000,0.0,130000
1356,6,1984,1.0,360.0,1242.0,1242,1910,2,1983,0.0,160000
1357,8,1666,1.0,228.0,588.0,833,1925,1,1996,0.0,161000
1358,6,1609,1.0,228.0,796.0,825,1910,1,1950,0.0,127500
1359,6,768,2.0,440.0,768.0,768,1930,1,1950,0.0,93850
1360,6,1536,1.0,308.0,768.0,768,1952,1,1952,0.0,136000
1361,6,1969,2.0,400.0,1272.0,1272,1938,2,1958,0.0,141000
1362,5,1308,2.0,400.0,880.0,880,1915,2,1978,0.0,120000
1363,6,1040,2.0,320.0,1040.0,1040,1925,1,1992,0.0,127500
1364,6,1236,1.0,384.0,768.0,788,1925,2,1950,0.0,127000
1365,6,1406,0.0,0.0,319.0,1035,1920,1,1950,0.0,89500
1366,5,825,2.0,720.0,825.0,825,1955,1,1995,0.0,125000
1367,6,1198,0.0,0.0,901.0,1088,1920,1,1998,0.0,79900
1368,5,759,2.0,576.0,451.0,759,1912,1,1991,0.0,85000
1369,3,1344,0.0,0.0,536.0,808,1915,2,1950,0.0,82375
1370,6,1469,1.0,216.0,756.0,756,1906,1,1995,0.0,135000
1371,5,1054,1.0,240.0,1046.0,1054,1947,1,1993,0.0,124000
1372,5,1211,1.0,322.0,952.0,1211,1968,1,1968,0.0,134000
1373,5,1271,1.0,312.0,720.0,720,1948,2,1950,0.0,135000
1374,4,1588,2.0,680.0,0.0,1120,1959,2,1959,0.0,134432
1375,5,1355,0.0,0.0,644.0,808,1940,2,1999,0.0,127500
1376,5,1075,2.0,440.0,981.0,1075,1963,1,1963,0.0,148000
1377,5,1040,1.0,384.0,1040.0,1040,1965,1,1965,0.0,129500
1378,6,1096,2.0,484.0,1008.0,1096,1978,1,1978,39.0,157500
1379,5,904,1.0,408.0,876.0,904,1966,1,1966,41.0,109900
1380,5,992,1.0,294.0,992.0,992,1967,1,2005,0.0,145000
1381,5,894,2.0,450.0,894.0,894,1967,1,2003,0.0,130000
1382,6,1034,2.0,504.0,450.0,1034,1978,1,1978,40.0,153000
1383,5,1073,1.0,270.0,1073.0,1073,1967,1,1967,340.0,120000
1384,5,1126,2.0,506.0,1060.0,1126,1984,1,1984,0.0,152000
1385,4,1258,2.0,400.0,1198.0,1258,1969,0,1969,0.0,108959
1386,5,1140,2.0,400.0,1300.0,1140,1920,1,1950,0.0,95541
1387,5,1006,0.0,0.0,1006.0,1006,1959,1,1959,0.0,80000
1388,5,1228,1.0,271.0,1228.0,1228,1966,1,2006,0.0,149350
1389,5,960,1.0,300.0,960.0,960,1963,1,2003,0.0,144900
1390,6,1188,2.0,621.0,988.0,1188,1956,1,1956,0.0,185000
1391,5,1383,1.0,354.0,1383.0,1383,1954,1,1954,0.0,165000
1392,6,1252,2.0,564.0,1602.0,1252,1960,1,1975,0.0,235000
1393,5,1601,1.0,300.0,533.0,1021,1958,1,1987,0.0,140000
1394,5,672,1.0,240.0,672.0,672,1940,1,1997,0.0,108000
1395,5,1721,2.0,626.0,988.0,1721,1960,2,1960,275.0,145000
1396,5,1350,3.0,627.0,576.0,864,1941,1,1973,0.0,152400
1397,5,904,3.0,912.0,864.0,904,1970,1,1970,0.0,144000
1398,6,1291,2.0,431.0,1291.0,1291,1996,1,1997,0.0,173000
1399,7,2022,2.0,505.0,1160.0,1156,1977,2,1977,299.0,192000
1400,7,1524,2.0,478.0,1524.0,1524,1979,2,1979,0.0,245000
1401,7,1363,2.0,439.0,1385.0,1363,1954,1,2005,0.0,241500
1402,4,1663,2.0,529.0,1364.0,1663,1954,1,1994,0.0,256000
1403,6,1357,1.0,312.0,1019.0,1357,1959,1,2006,84.0,177000
1404,7,1079,1.0,249.0,570.0,617,1948,1,1950,0.0,125600
1405,6,1094,2.0,495.0,1094.0,1094,1953,1,1953,216.0,155000
1406,6,2358,2.0,360.0,907.0,1307,1908,3,1997,0.0,240000
1407,5,1518,0.0,0.0,1580.0,1518,1940,1,2007,0.0,260000
1408,6,1674,2.0,396.0,1163.0,1163,1918,2,1950,0.0,185000
1409,6,2108,2.0,540.0,1127.0,1236,1935,2,1986,0.0,235000
1410,5,1509,1.0,322.0,1509.0,1509,1956,1,1956,0.0,159900
1411,5,864,0.0,0.0,864.0,864,1975,1,1975,0.0,99600
1412,6,1269,1.0,280.0,621.0,621,1962,1,2001,216.0,134500
1413,5,1367,1.0,384.0,861.0,961,1900,1,1950,0.0,119000
1414,5,1347,0.0,0.0,1117.0,820,1910,1,1991,0.0,107500
1415,5,1164,1.0,240.0,1164.0,1164,1950,1,1950,0.0,125000
1416,6,1096,0.0,0.0,572.0,572,1924,1,1950,0.0,79000
1417,5,1111,1.0,200.0,616.0,616,1941,1,1950,0.0,95000
1418,7,2329,2.0,514.0,1475.0,1532,1990,2,1990,99.0,262280
1419,6,2814,2.0,614.0,1077.0,1093,1995,2,2002,190.0,260000
1420,7,1626,2.0,534.0,1602.0,1626,1994,2,1994,251.0,226500
1421,7,2200,2.0,453.0,812.0,1101,1993,2,1994,0.0,225000
1422,7,2037,2.0,472.0,672.0,1302,1996,2,1996,0.0,229000
1423,7,1356,2.0,484.0,628.0,628,2007,2,2007,0.0,177439
1424,8,1615,3.0,864.0,1615.0,1615,2007,2,2007,156.0,248500
1425,9,2276,3.0,1348.0,2271.0,2276,2008,2,2008,554.0,475000
1426,9,1766,3.0,874.0,1751.0,1766,2008,2,2008,402.0,395039
1427,7,2097,3.0,678.0,1080.0,1080,1993,2,1993,0.0,228000
1428,8,1511,3.0,811.0,1401.0,1511,1995,2,1995,302.0,225000
1429,6,1643,2.0,438.0,1182.0,1643,1966,2,1966,0.0,195000
1430,6,1688,2.0,603.0,616.0,616,1997,2,1997,0.0,200000
1431,5,990,2.0,528.0,990.0,990,1994,1,1994,0.0,155000
1432,5,1099,1.0,352.0,1099.0,1099,1995,1,2006,0.0,144000
1433,5,990,2.0,672.0,990.0,990,1994,1,1995,0.0,145000
1434,7,1418,2.0,558.0,1418.0,1418,1997,2,1998,150.0,226001
1435,6,1771,2.0,600.0,864.0,872,1997,2,1997,128.0,215700
1436,7,1652,2.0,532.0,782.0,782,2000,2,2000,120.0,207500
1437,7,1790,2.0,588.0,873.0,882,1999,2,1999,158.0,193000
1438,7,1724,2.0,527.0,880.0,880,1998,2,1999,0.0,188000
1439,7,1479,2.0,577.0,1468.0,1479,1999,2,2000,125.0,191000
1440,7,1494,2.0,530.0,1494.0,1494,2002,2,2002,99.0,221000
1441,7,1792,2.0,564.0,963.0,963,2001,2,2001,172.0,231500
1442,7,1823,2.0,626.0,928.0,928,2000,2,2001,0.0,235000
1443,7,1786,2.0,608.0,920.0,920,2001,2,2002,162.0,223500
1444,5,938,1.0,308.0,938.0,938,1975,1,1980,0.0,130250
1445,5,985,1.0,328.0,985.0,985,1977,2,1977,220.0,149900
1446,5,1174,2.0,528.0,864.0,1174,1978,1,1978,180.0,158000
1447,6,1026,2.0,576.0,940.0,1026,1978,1,1978,0.0,147000
1448,5,1076,2.0,576.0,1076.0,1076,1975,1,1975,176.0,143195
1449,5,1558,2.0,440.0,864.0,1558,1975,2,2001,0.0,163000
1450,5,924,1.0,280.0,924.0,924,1975,1,1975,0.0,110000
1451,5,864,1.0,352.0,864.0,864,1972,1,1972,0.0,127000
1452,5,780,1.0,352.0,780.0,780,1972,1,1972,0.0,124900
1453,8,1795,2.0,534.0,1777.0,1795,2002,2,2002,281.0,230000
1455,7,1865,3.0,839.0,992.0,992,2000,2,2000,0.0,235000
1456,7,2161,2.0,570.0,1257.0,1290,2001,2,2001,227.0,230500
1457,8,1852,3.0,660.0,1004.0,1004,1999,2,2000,320.0,230000
1458,7,2031,2.0,541.0,1153.0,1153,1998,2,1999,202.0,222500
1459,8,2263,2.0,905.0,1055.0,1055,2001,2,2002,396.0,287000
1460,9,1947,3.0,725.0,1357.0,1366,2001,2,2002,134.0,274000
1461,8,1786,3.0,715.0,1778.0,1786,2002,2,2003,240.0,300000
1462,8,2290,2.0,779.0,1128.0,1149,2002,2,2002,0.0,255900
1463,7,1768,2.0,543.0,884.0,884,2003,2,2003,252.0,224900
1464,7,2327,2.0,596.0,1129.0,1129,2003,2,2003,0.0,240000
1465,7,1640,2.0,595.0,798.0,798,2003,2,2003,0.0,183000
1466,8,1764,2.0,560.0,850.0,886,1999,2,2000,192.0,207000
1467,7,1908,2.0,493.0,915.0,933,1994,2,1995,0.0,210000
1468,6,848,2.0,420.0,848.0,848,2003,1,2003,170.0,136500
1469,6,848,2.0,420.0,848.0,848,2004,1,2004,205.0,145000
1470,6,1493,2.0,508.0,1478.0,1493,1997,2,1998,215.0,208900
1471,6,1838,3.0,721.0,1838.0,1838,1997,2,1998,0.0,185000
1472,7,1536,2.0,532.0,1536.0,1536,2002,2,2003,113.0,214000
1473,7,1710,2.0,548.0,856.0,856,2003,2,2003,196.0,208500
1474,7,1445,2.0,470.0,1445.0,1445,2004,2,2004,50.0,186500
1475,7,1436,2.0,484.0,1436.0,1436,2004,2,2004,266.0,210000
1476,7,1582,2.0,520.0,770.0,770,2004,2,2004,0.0,185900
1477,8,1234,2.0,484.0,1234.0,1234,2007,2,2007,0.0,179900
1478,7,1564,3.0,814.0,1564.0,1564,2007,2,2007,212.0,218836
1479,7,1361,2.0,610.0,1351.0,1361,2007,2,2007,0.0,193000
1480,7,1456,2.0,410.0,728.0,728,2005,2,2005,0.0,189000
1481,6,848,2.0,420.0,848.0,848,2004,1,2004,147.0,149300
1482,6,848,2.0,420.0,848.0,848,2004,1,2004,147.0,141000
1483,6,848,2.0,420.0,848.0,848,2004,1,2004,205.0,149000
1484,6,848,2.0,420.0,848.0,848,2004,1,2004,169.0,144500
1485,5,796,0.0,0.0,796.0,796,1910,1,1950,0.0,85000
1486,5,2200,0.0,0.0,1272.0,1272,1900,2,2003,0.0,145900
1487,5,1092,1.0,264.0,1092.0,1092,1966,1,1966,0.0,123000
1488,5,1256,1.0,276.0,1256.0,1256,1965,1,1965,0.0,147500
1489,5,1033,2.0,504.0,456.0,1033,1976,1,1976,222.0,165000
1490,6,1127,2.0,480.0,1127.0,1127,1976,1,1976,84.0,135000
1491,5,996,0.0,0.0,996.0,996,1940,1,1969,0.0,108000
1492,4,1181,2.0,588.0,1138.0,1181,1972,2,1972,0.0,137500
1493,7,1656,2.0,397.0,746.0,760,2003,2,2004,92.0,165400
1494,6,1117,2.0,542.0,1029.0,1117,1977,1,1977,0.0,147000
1495,6,1398,2.0,440.0,684.0,684,1976,1,2001,0.0,160500
1496,4,1132,2.0,451.0,1132.0,1132,2005,1,2005,0.0,176000
1497,5,3820,2.0,624.0,0.0,3820,1959,3,1996,0.0,284700
1498,10,5642,2.0,1418.0,6110.0,4692,2008,2,2008,796.0,160000
1499,6,1072,2.0,525.0,547.0,1072,2005,1,2005,80.0,148000
1500,4,1152,0.0,0.0,0.0,1152,1955,2,1955,0.0,82000
1501,4,1152,0.0,0.0,0.0,1152,1955,2,1955,0.0,82000
